Year,Month,Community,Total Complaints,Total Number of Callers,data_loaded_at
2014,9,Oakland,2,1,2023/09/01 04:13:58 PM
2014,9,Pacifica,63,8,2023/09/01 04:13:58 PM
2014,9,Palo Alto,39,15,2023/09/01 04:13:58 PM
2014,9,Portola Valley,68,9,2023/09/01 04:13:58 PM
2014,9,Redwood City,1,1,2023/09/01 04:13:58 PM
2014,9,San Bruno,12,4,2023/09/01 04:13:58 PM
2014,9,San Francisco,7,7,2023/09/01 04:13:58 PM
2014,9,San Mateo,3,3,2023/09/01 04:13:58 PM
2014,9,South San Francisco,15,10,2023/09/01 04:13:58 PM
2014,9,Woodside,3,3,2023/09/01 04:13:58 PM
2014,10,Alameda,2,2,2023/09/01 04:13:58 PM
2014,10,Atherton,5,1,2023/09/01 04:13:58 PM
2014,10,Brisbane,"1,486",34,2023/09/01 04:13:58 PM
2014,10,Burlingame,5,5,2023/09/01 04:13:58 PM
2014,10,Daly City,124,7,2023/09/01 04:13:58 PM
2014,10,Foster City,6,4,2023/09/01 04:13:58 PM
2014,10,Menlo Park,10,4,2023/09/01 04:13:58 PM
2014,10,Mill valley,2,1,2023/09/01 04:13:58 PM
2014,10,Millbrae,12,5,2023/09/01 04:13:58 PM
2014,10,Oakland,7,2,2023/09/01 04:13:58 PM
2014,10,Pacifica,151,3,2023/09/01 04:13:58 PM
2014,10,Palo Alto,68,24,2023/09/01 04:13:58 PM
2014,10,Portola Valley,54,7,2023/09/01 04:13:58 PM
2014,10,Redwood City,1,1,2023/09/01 04:13:58 PM
2014,10,San Bruno,2,2,2023/09/01 04:13:58 PM
2014,10,San Carlos,4,2,2023/09/01 04:13:58 PM
2014,10,San Francisco,20,7,2023/09/01 04:13:58 PM
2014,10,San Mateo,1,1,2023/09/01 04:13:58 PM
2014,10,South San Francisco,5,3,2023/09/01 04:13:58 PM
2014,11,Atherton,1,1,2023/09/01 04:13:58 PM
2014,11,Belmont,1,1,2023/09/01 04:13:58 PM
2014,11,Brisbane,"1,153",14,2023/09/01 04:13:58 PM
2014,11,Burlingame,2,1,2023/09/01 04:13:58 PM
2014,11,Daly City,63,6,2023/09/01 04:13:58 PM
2014,11,El Cerrito,1,1,2023/09/01 04:13:58 PM
2014,11,Menlo Park,17,4,2023/09/01 04:13:58 PM
2014,11,Millbrae,3,2,2023/09/01 04:13:58 PM
2014,11,Pacifica,170,7,2023/09/01 04:13:58 PM
2014,11,Palo Alto,49,16,2023/09/01 04:13:58 PM
2014,11,Portola Valley,227,9,2023/09/01 04:13:58 PM
2014,11,Richmond,1,1,2023/09/01 04:13:58 PM
2014,11,San Bruno,5,2,2023/09/01 04:13:58 PM
2014,11,San Carlos,2,1,2023/09/01 04:13:58 PM
2014,11,San Francisco,10,8,2023/09/01 04:13:58 PM
2014,11,South San Francisco,9,5,2023/09/01 04:13:58 PM
2014,11,Woodside,8,2,2023/09/01 04:13:58 PM
2014,12,Alameda,2,2,2023/09/01 04:13:58 PM
2014,12,Atherton,1,1,2023/09/01 04:13:58 PM
2014,12,Brisbane,764,15,2023/09/01 04:13:58 PM
2014,12,Burlingame,5,5,2023/09/01 04:13:58 PM
2014,12,Daly City,111,7,2023/09/01 04:13:58 PM
2014,12,El Cerrito,1,1,2023/09/01 04:13:58 PM
2014,12,Foster City,12,2,2023/09/01 04:13:58 PM
2014,12,Hillsborough,4,3,2023/09/01 04:13:58 PM
2014,12,Menlo Park,6,2,2023/09/01 04:13:58 PM
2014,12,Mill Valley,1,1,2023/09/01 04:13:58 PM
2014,12,Millbrae,14,4,2023/09/01 04:13:58 PM
2014,12,Oakland,4,2,2023/09/01 04:13:58 PM
2014,12,Pacifica,282,6,2023/09/01 04:13:58 PM
2014,12,Palo Alto,219,18,2023/09/01 04:13:58 PM
2014,12,Portola Valley,535,28,2023/09/01 04:13:58 PM
2014,12,Redwood City,4,2,2023/09/01 04:13:58 PM
2014,12,Richmond,113,1,2023/09/01 04:13:58 PM
2014,12,San Bruno,8,5,2023/09/01 04:13:58 PM
2014,12,San Carlos,1,1,2023/09/01 04:13:58 PM
2014,12,San Francisco,86,11,2023/09/01 04:13:58 PM
2014,12,San Mateo,2,2,2023/09/01 04:13:58 PM
2014,12,San Ramon,2,1,2023/09/01 04:13:58 PM
2014,12,South San Francisco,46,5,2023/09/01 04:13:58 PM
2014,12,Tiburon,2,1,2023/09/01 04:13:58 PM
2014,12,Woodside,1,1,2023/09/01 04:13:58 PM
2015,1,Atherton,2,1,2023/09/01 04:13:58 PM
2015,1,Brisbane,899,6,2023/09/01 04:13:58 PM
2015,1,Daly City,48,6,2023/09/01 04:13:58 PM
2015,1,Foster City,3,3,2023/09/01 04:13:58 PM
2015,1,Hillsborough,1,1,2023/09/01 04:13:58 PM
2015,1,Millbrae,13,3,2023/09/01 04:13:58 PM
2015,1,Mountain View,1,1,2023/09/01 04:13:58 PM
2015,1,Oakland,1,1,2023/09/01 04:13:58 PM
2015,1,Pacifica,389,6,2023/09/01 04:13:58 PM
2015,1,Palo Alto,545,17,2023/09/01 04:13:58 PM
2015,1,Portola Valley,721,10,2023/09/01 04:13:58 PM
2015,1,San Bruno,4,2,2023/09/01 04:13:58 PM
2015,1,San Francisco,14,12,2023/09/01 04:13:58 PM
2015,1,San Mateo,3,2,2023/09/01 04:13:58 PM
2015,1,South San Francisco,39,2,2023/09/01 04:13:58 PM
2015,1,Woodside,2,1,2023/09/01 04:13:58 PM
2015,2,Alameda,1,1,2023/09/01 04:13:58 PM
2015,2,Atherton,1,1,2023/09/01 04:13:58 PM
2015,2,Brisbane,"1,114",14,2023/09/01 04:13:58 PM
2015,2,Burlingame,8,7,2023/09/01 04:13:58 PM
2015,2,Daly City,73,5,2023/09/01 04:13:58 PM
2015,2,Hillsborough,1,1,2023/09/01 04:13:58 PM
2015,2,Los Altos,1,1,2023/09/01 04:13:58 PM
2015,2,Menlo Park,1,1,2023/09/01 04:13:58 PM
2015,2,Millbrae,14,3,2023/09/01 04:13:58 PM
2015,2,Oakland,12,12,2023/09/01 04:13:58 PM
2015,2,Pacifica,104,5,2023/09/01 04:13:58 PM
2015,2,Palo Alto,310,22,2023/09/01 04:13:58 PM
2015,2,Portola Valley,484,7,2023/09/01 04:13:58 PM
2015,2,San Bruno,1,1,2023/09/01 04:13:58 PM
2015,2,San Francisco,8,6,2023/09/01 04:13:58 PM
2015,2,San Mateo,3,3,2023/09/01 04:13:58 PM
2015,2,Scotts Valley,1,1,2023/09/01 04:13:58 PM
2015,2,South San Francisco,71,3,2023/09/01 04:13:58 PM
2015,2,Woodside,1,1,2023/09/01 04:13:58 PM
2015,3,Alameda,1,1,2023/09/01 04:13:58 PM
2015,3,Aptos,2,2,2023/09/01 04:13:58 PM
2015,3,Atherton,6,2,2023/09/01 04:13:58 PM
2015,3,Brisbane,"1,211",21,2023/09/01 04:13:58 PM
2015,3,Burlingame,3,2,2023/09/01 04:13:58 PM
2015,3,Capitola,11,11,2023/09/01 04:13:58 PM
2015,3,Daly City,66,5,2023/09/01 04:13:58 PM
2015,3,El Cerrito,2,1,2023/09/01 04:13:58 PM
2015,3,Felton,4,3,2023/09/01 04:13:58 PM
2015,3,Foster City,53,4,2023/09/01 04:13:58 PM
2015,3,Hillsborough,2,2,2023/09/01 04:13:58 PM
2015,3,Los Altos,1,1,2023/09/01 04:13:58 PM
2015,3,Los Gatos,71,39,2023/09/01 04:13:58 PM
2015,3,Menlo Park,3,1,2023/09/01 04:13:58 PM
2015,3,Millbrae,2,2,2023/09/01 04:13:58 PM
2015,3,Oakland,3,2,2023/09/01 04:13:58 PM
2015,3,Pacifica,326,8,2023/09/01 04:13:58 PM
2015,3,Palo Alto,411,37,2023/09/01 04:13:58 PM
2015,3,Portola Valley,515,6,2023/09/01 04:13:58 PM
2015,3,Redwood City,2,1,2023/09/01 04:13:58 PM
2015,3,San Bruno,1,1,2023/09/01 04:13:58 PM
2015,3,San Francisco,12,5,2023/09/01 04:13:58 PM
2015,3,San Mateo,3,2,2023/09/01 04:13:58 PM
2015,3,Santa Cruz,122,73,2023/09/01 04:13:58 PM
2015,3,Scotts Valley,44,37,2023/09/01 04:13:58 PM
2015,3,Soquel,54,36,2023/09/01 04:13:58 PM
2015,3,South San Francisco,77,3,2023/09/01 04:13:58 PM
2015,3,Woodside,11,2,2023/09/01 04:13:58 PM
2015,4,Aptos,2,2,2023/09/01 04:13:58 PM
2015,4,Belmont,1,1,2023/09/01 04:13:58 PM
2015,4,Brisbane,988,13,2023/09/01 04:13:58 PM
2015,4,Burlingame,4,4,2023/09/01 04:13:58 PM
2015,4,Capitola,21,9,2023/09/01 04:13:58 PM
2015,4,Daly City,104,3,2023/09/01 04:13:58 PM
2015,4,El Cerrito,2,1,2023/09/01 04:13:58 PM
2015,4,Felton,5,4,2023/09/01 04:13:58 PM
2015,4,Foster City,5,3,2023/09/01 04:13:58 PM
2015,4,Los Gatos,149,43,2023/09/01 04:13:58 PM
2015,4,Menlo Park,5,3,2023/09/01 04:13:58 PM
2015,4,Millbrae,5,3,2023/09/01 04:13:58 PM
2015,4,Pacifica,282,6,2023/09/01 04:13:58 PM
2015,4,Palo Alto,301,37,2023/09/01 04:13:58 PM
2015,4,Portola Valley,611,15,2023/09/01 04:13:58 PM
2015,4,Redwood City,2,2,2023/09/01 04:13:58 PM
2015,4,San Bruno,2,2,2023/09/01 04:13:58 PM
2015,4,San Carlos,1,1,2023/09/01 04:13:58 PM
2015,4,San Francisco,8,7,2023/09/01 04:13:58 PM
2015,4,San Mateo,9,4,2023/09/01 04:13:58 PM
2015,4,Santa Cruz,543,73,2023/09/01 04:13:58 PM
2015,4,Saratoga,2,2,2023/09/01 04:13:58 PM
2015,4,Scotts Valley,161,29,2023/09/01 04:13:58 PM
2015,4,Soquel,691,51,2023/09/01 04:13:58 PM
2015,4,South San Francisco,32,4,2023/09/01 04:13:58 PM
2015,4,Woodside,18,6,2023/09/01 04:13:58 PM
2015,5,Alameda,1,1,2023/09/01 04:13:58 PM
2015,5,Aptos,2,2,2023/09/01 04:13:58 PM
2015,5,Atherton,1,1,2023/09/01 04:13:58 PM
2015,5,Bonny Doon,1,1,2023/09/01 04:13:58 PM
2015,5,Boulder Creek,9,3,2023/09/01 04:13:58 PM
2015,5,Brisbane,"1,146",13,2023/09/01 04:13:58 PM
2015,5,Burlingame,1,1,2023/09/01 04:13:58 PM
2015,5,Capitola,179,10,2023/09/01 04:13:58 PM
2015,5,Daly City,228,5,2023/09/01 04:13:58 PM
2015,5,East Palo Alto,1,1,2023/09/01 04:13:58 PM
2015,5,El Cerrito,1,1,2023/09/01 04:13:58 PM
2015,5,Felton,209,8,2023/09/01 04:13:58 PM
2015,5,Gualala,1,1,2023/09/01 04:13:58 PM
2015,5,Half Moon Bay,1,1,2023/09/01 04:13:58 PM
2015,5,Los Altos Hills,1,1,2023/09/01 04:13:58 PM
2015,5,Los Gatos,"1,648",98,2023/09/01 04:13:58 PM
2015,5,Menlo Park,10,3,2023/09/01 04:13:58 PM
2015,5,Millbrae,1,1,2023/09/01 04:13:58 PM
2015,5,Mountain View,3,3,2023/09/01 04:13:58 PM
2015,5,Pacifica,627,6,2023/09/01 04:13:58 PM
2015,5,Palo Alto,"1,307",318,2023/09/01 04:13:58 PM
2015,5,Portola Valley,976,17,2023/09/01 04:13:58 PM
2015,5,Redwood City,4,3,2023/09/01 04:13:58 PM
2015,5,San Bruno,3,2,2023/09/01 04:13:58 PM
2015,5,San Francisco,9,6,2023/09/01 04:13:58 PM
2015,5,San Mateo,17,7,2023/09/01 04:13:58 PM
2015,5,Santa Cruz,"1,885",106,2023/09/01 04:13:58 PM
2015,5,Saratoga,7,2,2023/09/01 04:13:58 PM
2015,5,Scotts Valley,"1,086",51,2023/09/01 04:13:58 PM
2015,5,Sonoma,1,1,2023/09/01 04:13:58 PM
2015,5,Soquel,"2,637",79,2023/09/01 04:13:58 PM
2015,5,South San Francisco,33,6,2023/09/01 04:13:58 PM
2015,5,The Sea Ranch,5,4,2023/09/01 04:13:58 PM
2015,5,Walnut Creek,1,1,2023/09/01 04:13:58 PM
2015,5,Woodside,49,3,2023/09/01 04:13:58 PM
2015,6,Aptos,7,4,2023/09/01 04:13:58 PM
2015,6,Atherton,9,1,2023/09/01 04:13:58 PM
2015,6,Boulder Creek,4,2,2023/09/01 04:13:58 PM
2015,6,Brisbane,806,10,2023/09/01 04:13:58 PM
2015,6,Burlingame,11,8,2023/09/01 04:13:58 PM
2015,6,Capitola,465,15,2023/09/01 04:13:58 PM
2015,6,Daly City,623,4,2023/09/01 04:13:58 PM
2015,6,Felton,113,2,2023/09/01 04:13:58 PM
2015,6,Foster City,2,2,2023/09/01 04:13:58 PM
2015,6,Half Moon Bay,3,1,2023/09/01 04:13:58 PM
2015,6,Hillsborough,4,2,2023/09/01 04:13:58 PM
2015,6,Los Altos,5,3,2023/09/01 04:13:58 PM
2015,6,Los Gatos,"3,553",89,2023/09/01 04:13:58 PM
2015,6,Menlo Park,18,8,2023/09/01 04:13:58 PM
2015,6,Millbrae,3,2,2023/09/01 04:13:58 PM
2015,6,Mountain View,1,1,2023/09/01 04:13:58 PM
2015,6,Pacifica,286,4,2023/09/01 04:13:58 PM
2015,6,Palo Alto,"2,733",150,2023/09/01 04:13:58 PM
2015,6,Portola Valley,833,13,2023/09/01 04:13:58 PM
2015,6,Redwood City,18,8,2023/09/01 04:13:58 PM
2015,6,San Bruno,4,3,2023/09/01 04:13:58 PM
2015,6,San Carlos,4,1,2023/09/01 04:13:58 PM
2015,6,San Francisco,7,5,2023/09/01 04:13:58 PM
2015,6,San Jose,1,1,2023/09/01 04:13:58 PM
2015,6,San Mateo,21,11,2023/09/01 04:13:58 PM
2015,6,Santa Cruz,"3,749",92,2023/09/01 04:13:58 PM
2015,6,Saratoga,10,3,2023/09/01 04:13:58 PM
2015,6,Scotts Valley,"2,148",60,2023/09/01 04:13:58 PM
2015,6,Soquel,"2,102",63,2023/09/01 04:13:58 PM
2015,6,South San Francisco,13,8,2023/09/01 04:13:58 PM
2015,6,Watsonville,1,1,2023/09/01 04:13:58 PM
2015,6,Woodside,7,3,2023/09/01 04:13:58 PM
2015,7,Alameda,4,1,2023/09/01 04:13:58 PM
2015,7,Aptos,257,9,2023/09/01 04:13:58 PM
2015,7,Atherton,5,2,2023/09/01 04:13:58 PM
2015,7,Belmont,1,1,2023/09/01 04:13:58 PM
2015,7,Bolinas,1,1,2023/09/01 04:13:58 PM
2015,7,Boulder Creek,19,3,2023/09/01 04:13:58 PM
2015,7,Brisbane,971,11,2023/09/01 04:13:58 PM
2015,7,Burlingame,3,3,2023/09/01 04:13:58 PM
2015,7,Capitola,"1,142",23,2023/09/01 04:13:58 PM
2015,7,Daly City,827,3,2023/09/01 04:13:58 PM
2015,7,El Cerrito,4,2,2023/09/01 04:13:58 PM
2015,7,Felton,180,6,2023/09/01 04:13:58 PM
2015,7,Foster City,4,3,2023/09/01 04:13:58 PM
2015,7,Hillsborough,1,1,2023/09/01 04:13:58 PM
2015,7,La Honda,1,1,2023/09/01 04:13:58 PM
2015,7,Los Altos,113,41,2023/09/01 04:13:58 PM
2015,7,Los Altos Hills,4,2,2023/09/01 04:13:58 PM
2015,7,Los Gatos,"12,208",162,2023/09/01 04:13:58 PM
2015,7,Menlo Park,64,36,2023/09/01 04:13:58 PM
2015,7,Millbrae,5,1,2023/09/01 04:13:58 PM
2015,7,Morgan Hill,10,1,2023/09/01 04:13:58 PM
2015,7,Mountain View,8,7,2023/09/01 04:13:58 PM
2015,7,Pacifica,101,5,2023/09/01 04:13:58 PM
2015,7,Palo Alto,"5,100",228,2023/09/01 04:13:58 PM
2015,7,Portola Valley,"2,069",51,2023/09/01 04:13:58 PM
2015,7,Redwood City,192,20,2023/09/01 04:13:58 PM
2015,7,San Bruno,6,3,2023/09/01 04:13:58 PM
2015,7,San Carlos,6,2,2023/09/01 04:13:58 PM
2015,7,San Francisco,385,17,2023/09/01 04:13:58 PM
2015,7,San Mateo,12,10,2023/09/01 04:13:58 PM
2015,7,Santa Cruz,"10,104",119,2023/09/01 04:13:58 PM
2015,7,Saratoga,47,10,2023/09/01 04:13:58 PM
2015,7,Scotts Valley,"9,642",87,2023/09/01 04:13:58 PM
2015,7,Soquel,"4,815",111,2023/09/01 04:13:58 PM
2015,7,South San Francisco,17,9,2023/09/01 04:13:58 PM
2015,7,Sunnyvale,5,3,2023/09/01 04:13:58 PM
2015,7,The Sea Ranch,1,1,2023/09/01 04:13:58 PM
2015,7,Tracy,1,1,2023/09/01 04:13:58 PM
2015,7,Woodside,88,8,2023/09/01 04:13:58 PM
2015,8,Alameda,2,1,2023/09/01 04:13:58 PM
2015,8,Aptos,200,9,2023/09/01 04:13:58 PM
2015,8,Atherton,11,8,2023/09/01 04:13:58 PM
2015,8,Boulder Creek,138,7,2023/09/01 04:13:58 PM
2015,8,Brisbane,624,9,2023/09/01 04:13:58 PM
2015,8,Burlingame,4,3,2023/09/01 04:13:58 PM
2015,8,Capitola,928,22,2023/09/01 04:13:58 PM
2015,8,Daly City,572,4,2023/09/01 04:13:58 PM
2015,8,El Cerrito,1,1,2023/09/01 04:13:58 PM
2015,8,Felton,227,6,2023/09/01 04:13:58 PM
2015,8,Foster City,28,9,2023/09/01 04:13:58 PM
2015,8,Half Moon Bay,1,1,2023/09/01 04:13:58 PM
2015,8,Kensington,1,1,2023/09/01 04:13:58 PM
2015,8,La Honda,9,1,2023/09/01 04:13:58 PM
2015,8,Los Altos,327,89,2023/09/01 04:13:58 PM
2015,8,Los Altos Hills,593,6,2023/09/01 04:13:58 PM
2015,8,Los Gatos,"15,562",173,2023/09/01 04:13:58 PM
2015,8,Menlo Park,804,16,2023/09/01 04:13:58 PM
2015,8,Millbrae,2,1,2023/09/01 04:13:58 PM
2015,8,Morgan Hill,23,1,2023/09/01 04:13:58 PM
2015,8,Moss Beach,11,1,2023/09/01 04:13:58 PM
2015,8,Mountain View,21,7,2023/09/01 04:13:58 PM
2015,8,Newark,2,1,2023/09/01 04:13:58 PM
2015,8,Pacifica,5,5,2023/09/01 04:13:58 PM
2015,8,Palo Alto,"8,770",296,2023/09/01 04:13:58 PM
2015,8,Portola Valley,"2,440",65,2023/09/01 04:13:58 PM
2015,8,Redwood City,661,20,2023/09/01 04:13:58 PM
2015,8,San Carlos,9,3,2023/09/01 04:13:58 PM
2015,8,San Francisco,"3,205",12,2023/09/01 04:13:58 PM
2015,8,San Jose,3,3,2023/09/01 04:13:58 PM
2015,8,San Mateo,23,10,2023/09/01 04:13:58 PM
2015,8,Santa Cruz,"12,967",135,2023/09/01 04:13:58 PM
2015,8,Saratoga,57,20,2023/09/01 04:13:58 PM
2015,8,Scotts Valley,"9,778",98,2023/09/01 04:13:58 PM
2015,8,Soquel,"4,229",103,2023/09/01 04:13:58 PM
2015,8,South San Francisco,62,14,2023/09/01 04:13:58 PM
2015,8,Sunnyvale,1,1,2023/09/01 04:13:58 PM
2015,8,The Sea Ranch,1,1,2023/09/01 04:13:58 PM
2015,8,Walnut Creek,1,1,2023/09/01 04:13:58 PM
2015,8,Woodside,88,9,2023/09/01 04:13:58 PM
2015,9,Aptos,425,9,2023/09/01 04:13:58 PM
2015,9,Atherton,2,2,2023/09/01 04:13:58 PM
2015,9,Berkeley,1,1,2023/09/01 04:13:58 PM
2015,9,Boulder Creek,65,9,2023/09/01 04:13:58 PM
2015,9,Brisbane,584,14,2023/09/01 04:13:58 PM
2015,9,Burlingame,13,8,2023/09/01 04:13:58 PM
2015,9,Capitola,"1,358",28,2023/09/01 04:13:58 PM
2015,9,Carmel Valley,1,1,2023/09/01 04:13:58 PM
2015,9,Daly City,433,5,2023/09/01 04:13:58 PM
2015,9,El Cerrito,3,1,2023/09/01 04:13:58 PM
2015,9,Felton,"1,700",5,2023/09/01 04:13:58 PM
2015,9,Foster city,5,4,2023/09/01 04:13:58 PM
2015,9,Half Moon Bay,59,3,2023/09/01 04:13:58 PM
2015,9,Los Altos,"1,650",72,2023/09/01 04:13:58 PM
2015,9,Los Altos Hills,29,4,2023/09/01 04:13:58 PM
2015,9,Los Gatos,"40,811",188,2023/09/01 04:13:58 PM
2015,9,Menlo Park,196,24,2023/09/01 04:13:58 PM
2015,9,Millbrae,8,6,2023/09/01 04:13:58 PM
2015,9,Milpitas,1,1,2023/09/01 04:13:58 PM
2015,9,Morgan Hill,58,1,2023/09/01 04:13:58 PM
2015,9,Mountain View,130,9,2023/09/01 04:13:58 PM
2015,9,Oakland,2,2,2023/09/01 04:13:58 PM
2015,9,Pacifica,159,12,2023/09/01 04:13:58 PM
2015,9,Palo Alto,"9,896",207,2023/09/01 04:13:58 PM
2015,9,Portola Valley,"11,974",30,2023/09/01 04:13:58 PM
2015,9,Redwood City,544,16,2023/09/01 04:13:58 PM
2015,9,San Bruno,2,2,2023/09/01 04:13:58 PM
2015,9,San Carlos,4,2,2023/09/01 04:13:58 PM
2015,9,San Francisco,"1,764",15,2023/09/01 04:13:58 PM
2015,9,San Jose,1,1,2023/09/01 04:13:58 PM
2015,9,San Mateo,16,6,2023/09/01 04:13:58 PM
2015,9,Santa Cruz,"25,193",137,2023/09/01 04:13:58 PM
2015,9,Saratoga,236,13,2023/09/01 04:13:58 PM
2015,9,Scotts Valley,"20,621",101,2023/09/01 04:13:58 PM
2015,9,Soquel,"13,484",108,2023/09/01 04:13:58 PM
2015,9,South San Francisco,24,10,2023/09/01 04:13:58 PM
2015,9,Sunnyvale,1,1,2023/09/01 04:13:58 PM
2015,9,Walnut Creek,4,2,2023/09/01 04:13:58 PM
2015,9,Woodside,52,10,2023/09/01 04:13:58 PM
2015,10,Alameda,1,1,2023/09/01 04:13:58 PM
2015,10,Aptos,334,10,2023/09/01 04:13:58 PM
2015,10,Atherton,8,4,2023/09/01 04:13:58 PM
2015,10,Belmont,1,1,2023/09/01 04:13:58 PM
2015,10,Ben Lomond,17,2,2023/09/01 04:13:58 PM
2015,10,Boulder Creek,34,9,2023/09/01 04:13:58 PM
2015,10,Brisbane,"2,463",43,2023/09/01 04:13:58 PM
2015,10,Burlingame,4,4,2023/09/01 04:13:58 PM
2015,10,Capitola,"4,948",52,2023/09/01 04:13:58 PM
2015,10,Carmel Valley,5,1,2023/09/01 04:13:58 PM
2015,10,Daly City,868,6,2023/09/01 04:13:58 PM
2015,10,El Cerrito,6,1,2023/09/01 04:13:58 PM
2015,10,Felton,"2,020",5,2023/09/01 04:13:58 PM
2015,10,Foster City,18,2,2023/09/01 04:13:58 PM
2015,10,Half Moon Bay,2,2,2023/09/01 04:13:58 PM
2015,10,Kensington,7,3,2023/09/01 04:13:58 PM
2015,10,La Selva Beach,186,1,2023/09/01 04:13:58 PM
2015,10,Los Altos,"20,790",163,2023/09/01 04:13:58 PM
2015,10,Los Altos Hills,"2,746",8,2023/09/01 04:13:58 PM
2015,10,Los Gatos,"55,854",233,2023/09/01 04:13:58 PM
2015,10,Menlo Park,364,22,2023/09/01 04:13:58 PM
2015,10,Millbrae,9,2,2023/09/01 04:13:58 PM
2015,10,Mountain View,"1,782",16,2023/09/01 04:13:58 PM
2015,10,New Almaden,1,1,2023/09/01 04:13:58 PM
2015,10,Newark,1,1,2023/09/01 04:13:58 PM
2015,10,Pacifica,710,45,2023/09/01 04:13:58 PM
2015,10,Palo Alto,"16,544",204,2023/09/01 04:13:58 PM
2015,10,Portola Valley,"25,259",53,2023/09/01 04:13:58 PM
2015,10,Redwood City,863,18,2023/09/01 04:13:58 PM
2015,10,San Bruno,3,1,2023/09/01 04:13:58 PM
2015,10,San Carlos,6,2,2023/09/01 04:13:58 PM
2015,10,San Francisco,52,16,2023/09/01 04:13:58 PM
2015,10,San Jose,5,1,2023/09/01 04:13:58 PM
2015,10,San Mateo,535,5,2023/09/01 04:13:58 PM
2015,10,Santa Cruz,"27,410",203,2023/09/01 04:13:58 PM
2015,10,Saratoga,"1,519",36,2023/09/01 04:13:58 PM
2015,10,Scotts Valley,"38,797",130,2023/09/01 04:13:58 PM
2015,10,Soquel,"14,721",124,2023/09/01 04:13:58 PM
2015,10,South San Francisco,17,9,2023/09/01 04:13:58 PM
2015,10,Sunnyvale,7,1,2023/09/01 04:13:58 PM
2015,10,The Sea Ranch,2,1,2023/09/01 04:13:58 PM
2015,10,Union City,1,1,2023/09/01 04:13:58 PM
2015,10,Walnut Creek,1,1,2023/09/01 04:13:58 PM
2015,10,Watsonville,4,2,2023/09/01 04:13:58 PM
2015,10,Woodside,75,9,2023/09/01 04:13:58 PM
2015,11,Aptos,445,8,2023/09/01 04:13:58 PM
2015,11,Atherton,1,1,2023/09/01 04:13:58 PM
2015,11,Belmont,2,1,2023/09/01 04:13:58 PM
2015,11,Ben Lomond,12,3,2023/09/01 04:13:58 PM
2015,11,Boulder Creek,118,8,2023/09/01 04:13:58 PM
2015,11,Brisbane,"5,766",51,2023/09/01 04:13:58 PM
2015,11,Burlingame,6,6,2023/09/01 04:13:58 PM
2015,11,Capitola,"4,955",45,2023/09/01 04:13:58 PM
2015,11,Carmel Valley,2,1,2023/09/01 04:13:58 PM
2015,11,Daly City,593,3,2023/09/01 04:13:58 PM
2015,11,El Cerrito,3,1,2023/09/01 04:13:58 PM
2015,11,Felton,"1,943",9,2023/09/01 04:13:58 PM
2015,11,Foster City,1,1,2023/09/01 04:13:58 PM
2015,11,Fremont,1,1,2023/09/01 04:13:58 PM
2015,11,Kensington,5,1,2023/09/01 04:13:58 PM
2015,11,La Selva Beach,60,1,2023/09/01 04:13:58 PM
2015,11,Los Altos,"24,576",150,2023/09/01 04:13:58 PM
2015,11,Los Altos Hills,"5,997",16,2023/09/01 04:13:58 PM
2015,11,Los Gatos,"44,805",214,2023/09/01 04:13:58 PM
2015,11,Menlo Park,"1,746",20,2023/09/01 04:13:58 PM
2015,11,Millbrae,19,5,2023/09/01 04:13:58 PM
2015,11,Mountain View,"2,372",15,2023/09/01 04:13:58 PM
2015,11,Oakland,2,2,2023/09/01 04:13:58 PM
2015,11,Pacifica,"1,651",28,2023/09/01 04:13:58 PM
2015,11,Palo Alto,"32,663",206,2023/09/01 04:13:58 PM
2015,11,Paradise,1,1,2023/09/01 04:13:58 PM
2015,11,Portola Valley,"18,437",58,2023/09/01 04:13:58 PM
2015,11,Redwood City,667,19,2023/09/01 04:13:58 PM
2015,11,San Bruno,5,4,2023/09/01 04:13:58 PM
2015,11,San Carlos,2,2,2023/09/01 04:13:58 PM
2015,11,San Francisco,37,13,2023/09/01 04:13:58 PM
2015,11,San Leandro,1,1,2023/09/01 04:13:58 PM
2015,11,San Mateo,441,3,2023/09/01 04:13:58 PM
2015,11,San Ramon,1,1,2023/09/01 04:13:58 PM
2015,11,Santa Cruz,"22,351",162,2023/09/01 04:13:58 PM
2015,11,Saratoga,"2,022",21,2023/09/01 04:13:58 PM
2015,11,Scotts Valley,"23,890",106,2023/09/01 04:13:58 PM
2015,11,Soquel,"12,914",127,2023/09/01 04:13:58 PM
2015,11,South San Francisco,20,8,2023/09/01 04:13:58 PM
2015,11,Sunnyvale,25,1,2023/09/01 04:13:58 PM
2015,11,Watsonville,1,1,2023/09/01 04:13:58 PM
2015,11,Woodside,"2,432",6,2023/09/01 04:13:58 PM
2015,12,Aptos,301,9,2023/09/01 04:13:58 PM
2015,12,Belmont,12,3,2023/09/01 04:13:58 PM
2015,12,Ben Lomond,16,1,2023/09/01 04:13:58 PM
2015,12,Boulder Creek,182,5,2023/09/01 04:13:58 PM
2015,12,Brisbane,"3,753",46,2023/09/01 04:13:58 PM
2015,12,Burlingame,12,9,2023/09/01 04:13:58 PM
2015,12,Capitola,"3,486",41,2023/09/01 04:13:58 PM
2015,12,Carmel Valley,13,3,2023/09/01 04:13:58 PM
